"subject" "activity" "TimeBodyAccelerometerelerometer.mean...X" "TimeBodyAccelerometerelerometer.mean...Y" "TimeBodyAccelerometerelerometer.mean...Z" "TimeGravityAccelerometerelerometer.mean...X" "TimeGravityAccelerometerelerometer.mean...Y" "TimeGravityAccelerometerelerometer.mean...Z" "TimeBodyAccelerometerelerometerJerk.mean...X" "TimeBodyAccelerometerelerometerJerk.mean...Y" "TimeBodyAccelerometerelerometerJerk.mean...Z" "TimeBodyGyroscopescope.mean...X" "TimeBodyGyroscopescope.mean...Y" "TimeBodyGyroscopescope.mean...Z" "TimeBodyGyroscopescopeJerk.mean...X" "TimeBodyGyroscopescopeJerk.mean...Y" "TimeBodyGyroscopescopeJerk.mean...Z" "TimeBodyAccelerometerelerometerMagnitudenitude.mean.." "TimeGravityAccelerometerelerometerMagnitudenitude.mean.." "TimeBodyAccelerometerelerometerJerkMagnitudenitude.mean.." "TimeBodyGyroscopescopeMagnitudenitude.mean.." "TimeBodyGyroscopescopeJerkMagnitudenitude.mean.." "FrequencyBodyAccelerometerelerometer.mean...X" "FrequencyBodyAccelerometerelerometer.mean...Y" "FrequencyBodyAccelerometerelerometer.mean...Z" "FrequencyBodyAccelerometerelerometer.meanFreq...X" "FrequencyBodyAccelerometerelerometer.meanFreq...Y" "FrequencyBodyAccelerometerelerometer.meanFreq...Z" "FrequencyBodyAccelerometerelerometerJerk.mean...X" "FrequencyBodyAccelerometerelerometerJerk.mean...Y" "FrequencyBodyAccelerometerelerometerJerk.mean...Z" "FrequencyBodyAccelerometerelerometerJerk.meanFreq...X" "FrequencyBodyAccelerometerelerometerJerk.meanFreq...Y" "FrequencyBodyAccelerometerelerometerJerk.meanFreq...Z" "FrequencyBodyGyroscopescope.mean...X" "FrequencyBodyGyroscopescope.mean...Y" "FrequencyBodyGyroscopescope.mean...Z" "FrequencyBodyGyroscopescope.meanFreq...X" "FrequencyBodyGyroscopescope.meanFreq...Y" "FrequencyBodyGyroscopescope.meanFreq...Z" "FrequencyBodyAccelerometerelerometerMagnitudenitude.mean.." "FrequencyBodyAccelerometerelerometerMagnitudenitude.meanFreq.." "FrequencyBodyAccelerometerelerometerJerkMagnitudenitude.mean.." "FrequencyBodyAccelerometerelerometerJerkMagnitudenitude.meanFreq.." "FrequencyBodyGyroscopescopeMagnitudenitude.mean.." "FrequencyBodyGyroscopescopeMagnitudenitude.meanFreq.." "FrequencyBodyGyroscopescopeJerkMagnitudenitude.mean.." "FrequencyBodyGyroscopescopeJerkMagnitudenitude.meanFreq.." "Angle.TimeBodyAccelerometerelerometerMean.Gravity." "Angle.TimeBodyAccelerometerelerometerJerkMean..GravityMean." "Angle.TimeBodyGyroscopescopeMean.GravityMean." "Angle.TimeBodyGyroscopescopeJerkMean.GravityMean." "Angle.X.GravityMean." "Angle.Y.GravityMean." "Angle.Z.GravityMean." "TimeBodyAccelerometerelerometer.std...X" "TimeBodyAccelerometerelerometer.std...Y" "TimeBodyAccelerometerelerometer.std...Z" "TimeGravityAccelerometerelerometer.std...X" "TimeGravityAccelerometerelerometer.std...Y" "TimeGravityAccelerometerelerometer.std...Z" "TimeBodyAccelerometerelerometerJerk.std...X" "TimeBodyAccelerometerelerometerJerk.std...Y" "TimeBodyAccelerometerelerometerJerk.std...Z" "TimeBodyGyroscopescope.std...X" "TimeBodyGyroscopescope.std...Y" "TimeBodyGyroscopescope.std...Z" "TimeBodyGyroscopescopeJerk.std...X" "TimeBodyGyroscopescopeJerk.std...Y" "TimeBodyGyroscopescopeJerk.std...Z" "TimeBodyAccelerometerelerometerMagnitudenitude.std.." "TimeGravityAccelerometerelerometerMagnitudenitude.std.." "TimeBodyAccelerometerelerometerJerkMagnitudenitude.std.." "TimeBodyGyroscopescopeMagnitudenitude.std.." "TimeBodyGyroscopescopeJerkMagnitudenitude.std.." "FrequencyBodyAccelerometerelerometer.std...X" "FrequencyBodyAccelerometerelerometer.std...Y" "FrequencyBodyAccelerometerelerometer.std...Z" "FrequencyBodyAccelerometerelerometerJerk.std...X" "FrequencyBodyAccelerometerelerometerJerk.std...Y" "FrequencyBodyAccelerometerelerometerJerk.std...Z" "FrequencyBodyGyroscopescope.std...X" "FrequencyBodyGyroscopescope.std...Y" "FrequencyBodyGyroscopescope.std...Z" "FrequencyBodyAccelerometerelerometerMagnitudenitude.std.." "FrequencyBodyAccelerometerelerometerJerkMagnitudenitude.std.." "FrequencyBodyGyroscopescopeMagnitudenitude.std.." "FrequencyBodyGyroscopescopeJerkMagnitudenitude.std.."
1 "LAYING" 0.281638466721311 -0.0162092114398361 -0.110843470442623 0.833774933983607 -0.0722878804918033 0.114469905044262 0.0753832627540984 0.00489270811967213 -0.00118996371272131 -0.0240907156311475 -0.0709766717540984 0.0980000940983607 -0.0994221038196721 -0.041629034557377 -0.0563767697852459 -0.984378573442623 -0.984378573442623 -0.992635087868852 -0.971240294098361 -0.99606277852459 -0.994381034918033 -0.975188263114754 -0.986701060819672 0.0628663848083607 0.165692777836066 0.297706240114754 -0.994511475245902 -0.986778038852459 -0.990759625901639 0.308716363393443 0.0690325864131148 0.1669952396 -0.988992516393443 -0.990734666229508 -0.979343301311475 -0.0290121705245902 0.0110416685360656 0.113079092695082 -0.983433848852459 0.351991087491803 -0.992898819180328 0.411646418196721 -0.984216475901639 0.00707721706163935 -0.995820767213115 0.325096746065574 0.0128707749442623 0.0338786741934426 -0.0220259943409836 -0.0237963429344262 -0.622818884426229 0.121819650655738 -0.0621524242131148 -0.994605370327869 -0.971084136229508 -0.981910367868852 -0.98993953852459 -0.977202475737705 -0.977304875409836 -0.994488586721311 -0.986700323606557 -0.992281964098361 -0.989756148196721 -0.98969655704918 -0.978300161639344 -0.994468018852459 -0.995854704098361 -0.994025471147541 -0.979913795901639 -0.979913795901639 -0.993338832622951 -0.977026139016393 -0.995815817704918 -0.994746355409836 -0.970189122295082 -0.980379174754098 -0.994973103114754 -0.987603905901639 -0.992393319508197 -0.990011799508197 -0.989162987704918 -0.979910593278689 -0.980641850163934 -0.992625300983607 -0.976442687704918 -0.995763848360656
1 "SITTING" 0.270859853653846 -0.0189705517153846 -0.101195890730769 0.915752235769231 -0.317671160576923 -0.0545941500538462 0.0780625242403846 0.00862670848846154 -0.0386652093496154 0.0317506038059615 -0.140828428494231 0.0762567515788461 -0.0961939476923077 -0.0504777342769231 -0.0408686747461538 -0.199680453228462 -0.199680453228462 -0.408213746213462 -0.236058618719231 -0.543725094423077 -0.328761864282692 -0.244152334850769 -0.420568899480769 -0.339178067068077 -0.0686677693653846 -0.155782704868846 -0.398867899211538 -0.402446533596154 -0.578795405192308 -0.27007565375 -0.386374838365385 -0.274020476728846 -0.497184894707692 -0.317312648961538 -0.370352415778846 -0.186536720557692 -0.196636790211538 -0.108406406221154 -0.294020204025 0.00440239269230769 -0.360119856019231 0.120098791694231 -0.371905023903846 -0.000171434538461539 -0.564754597096154 0.109174921705769 0.0244557475634615 -0.00946767335 -0.117325441019231 0.00303679299230769 -0.695439028846154 0.30287745 0.0597396753846154 -0.315670982807692 -0.170520145701923 -0.225560356734615 -0.957102930961538 -0.949415630961538 -0.909562284615385 -0.377488573084615 -0.379500861423077 -0.612818247884615 -0.561906664096154 -0.2000407352 -0.433516094575 -0.623858956730769 -0.528756702846154 -0.543110276923077 -0.308204169230769 -0.308204169230769 -0.405815523365385 -0.3047210099 -0.580670474038462 -0.312920217875 -0.190293631413462 -0.201703488753846 -0.411493019298077 -0.397426778134615 -0.645318017884615 -0.585822897615385 -0.153849759807692 -0.508249464807692 -0.426166293057692 -0.473776890371154 -0.388118577846154 -0.633387685769231
1 "STANDING" 0.274466599529412 -0.0163884677297647 -0.106453713252941 0.920633107294118 -0.300237431294118 -0.0631456432117647 0.0803804459729412 0.0448879846670588 -0.00148601890117647 -0.0318897068884706 -0.0872681005423529 0.0772441734582353 -0.0978510646391765 -0.0425478477411765 -0.0345968707137647 -0.0651109018235294 -0.0651109018235294 -0.219014333070588 -0.103618850047059 -0.387850053023529 -0.173760365928235 -0.0157288265458824 -0.328612539529412 -0.311095919658824 0.0194448748941176 -0.0600241512952941 -0.206954310568235 -0.176442465213424 -0.479319994941176 -0.265448859409412 -0.4161902266 -0.253170333135294 -0.395554298964706 -0.145325605925882 -0.235772908449412 -0.0644805112447059 -0.154389337670588 -0.0700069790669412 -0.108439124901176 0.0677630376191765 -0.148328558367059 0.0695841954321176 -0.225317952688235 0.135809470601647 -0.400802911231765 0.182684492405765 0.0654963325552941 0.0154214526941176 0.0206387020941176 0.00393640112941176 -0.711470433647059 0.290758201764706 0.065626383 -0.183296969234459 0.0401701712188235 -0.164961887008235 -0.962014617294118 -0.954281887647059 -0.924415912352941 -0.173853466156471 -0.120400752431765 -0.5167340444 -0.497885467188235 -0.0380336226464706 -0.308863419058824 -0.433377765494118 -0.370798628552941 -0.419622869081176 -0.156634060132941 -0.156634060132941 -0.178196525267059 -0.173597772447059 -0.417639502035294 -0.189574782972941 -0.00157315289305882 -0.157846976028235 -0.213709044092588 -0.118930562764706 -0.552485552117647 -0.533482356505882 0.00192903701529412 -0.398739137529412 -0.318995357454118 -0.224169573897647 -0.287936477011765 -0.483767413223529
1 "WALKING" 0.252462791196078 0.000313521788823529 -0.12515727845098 0.578161398745098 0.348748077372549 0.288785490570588 0.0776517418627451 -0.00224311547509804 0.0109148947888235 -0.046001931845098 -0.0747770985490196 0.0748873419411765 -0.0988245145803922 -0.0425656873921569 -0.0546045824509804 -0.917459153176471 -0.917459153176471 -0.979532962745098 -0.91244025254902 -0.982575053921569 -0.970419849803922 -0.939308342156863 -0.930098669607843 -0.0752238077215686 0.0608277510647059 0.136481986588235 -0.978254215882353 -0.970502210980392 -0.975736966862745 0.230265229668627 0.0447191869823529 0.0304916398627451 -0.937090542921569 -0.966473137058824 -0.932864870980392 0.148887720436471 -0.0172878946470588 -0.0181232723333333 -0.924654286078431 0.133548373705882 -0.973353352745098 0.323547793235294 -0.92711786627451 -0.0477445902294118 -0.971709605882353 0.188120436607843 0.0140104881117647 0.0383572968823529 0.0324611150098039 -0.041988498354902 -0.356082784117647 -0.203814710645098 -0.189342942843137 -0.964704803333333 -0.921457070588235 -0.890303935823529 -0.951851324117647 -0.943345936078431 -0.896651551980392 -0.978759606862745 -0.970895502352941 -0.979113193921569 -0.94511603745098 -0.959033622941176 -0.925317537843137 -0.967059627058824 -0.982440968431373 -0.975679517254902 -0.887417326686274 -0.887417326686274 -0.971374906078431 -0.896437831333333 -0.969680762941176 -0.962780073529412 -0.918178065686274 -0.879978718647059 -0.981459022156863 -0.973640974705882 -0.981291654901961 -0.948406331372549 -0.956310246470588 -0.930073469215686 -0.888037310862745 -0.967958927843137 -0.89654163027451 -0.969190135882353
1 "WALKING_DOWNSTAIRS" 0.226130558106383 -0.0448197086638298 -0.0894278591276596 0.169256937595745 0.297668905638298 0.275635273617021 0.0893283525680851 0.0155481674717021 -0.013447929262766 -0.0169834107297872 -0.0764369760085106 0.114464376789362 -0.0969116747914894 -0.0446164859659575 -0.0581881823212766 -0.565117638574468 -0.565117638574468 -0.648348965276596 -0.618675401489362 -0.714661290425532 -0.661473002340425 -0.468459893465957 -0.681631772978723 -0.187292694419149 0.0642468377829787 0.0840744161242553 -0.663603028808511 -0.572340589606383 -0.767989846808511 -0.00873338686170213 -0.156423971876596 -0.0576613797021277 -0.659891624048936 -0.642381535574468 -0.672406458510638 -0.0299185532404255 -0.105048731406383 -0.0365519068085106 -0.576335918638298 0.107536225531915 -0.592914550125532 0.181155078270213 -0.607812202978723 -0.0105490882978723 -0.709097299574468 0.178894286361702 0.0299775485257447 -0.0362635907553191 -0.0147515348382979 0.0595248963 0.0200316778723404 -0.185805487212766 -0.217480426510638 -0.688592728085106 -0.424668616702128 -0.620247896476596 -0.911034309787234 -0.903010529319149 -0.89258410893617 -0.64209594793617 -0.535441028570213 -0.779095528510638 -0.721098881723404 -0.626355359978723 -0.705878585319149 -0.653914490638298 -0.717746924680851 -0.752998724680851 -0.556982371106383 -0.556982371106383 -0.589788398319149 -0.571900274468085 -0.705934021489362 -0.701400788723404 -0.441051582404255 -0.618803930446808 -0.651765268425532 -0.527370823325106 -0.78872394212766 -0.741619814468085 -0.619738522702128 -0.745256298297872 -0.623486370765957 -0.588556881323404 -0.624562401489362 -0.72395849106383
1 "WALKING_UPSTAIRS" 0.276446530196078 -0.0174642906584314 -0.113022267960784 0.868519275686275 -0.274019006117647 -0.0266151291372549 0.0608362466470588 0.0113359825705882 -0.0171656759437255 -0.0307973894588235 -0.0800875491568627 0.0828524336627451 -0.0925254466470588 -0.0279806588627451 -0.0457412738745098 -0.158721224703922 -0.158721224703922 -0.165531636176471 -0.176959912862745 -0.317869643529412 -0.224793849607843 0.0472273606215686 -0.34299089254902 -0.191551759705882 0.111493209068627 0.085975163545098 -0.193182571841373 -0.069300496154902 -0.473271932745098 -0.205715209196078 -0.360273463980392 -0.131983913294118 -0.346005074627451 -0.128873775894118 -0.271694304196078 -0.00689907409607843 -0.0546864720176471 0.0212531247117647 -0.142757643764706 0.195493368156863 -0.0739274094403922 0.139876389659412 -0.220931065405882 0.264612119803137 -0.335029433431373 0.189776573733333 0.0647527410470588 -0.000150058666666667 0.00118712447058824 -0.00515529049803922 -0.667941080392157 0.271383371176471 0.0279263369215686 -0.297276778431373 0.0793122194705882 -0.278695898235294 -0.976103675490196 -0.968709918235294 -0.942937902156863 -0.135539284341176 0.0314730085313725 -0.51059655254902 -0.475053559607843 -0.0810610082156863 -0.36257125745098 -0.222091283431373 -0.324762844784314 -0.410148800784314 -0.234132214568627 -0.234132214568627 -0.0965105207439216 -0.208760766254902 -0.337059066333333 -0.329003482352941 0.0271500579388235 -0.30072410572549 -0.153281167235294 0.0719983373960784 -0.546439011960784 -0.51653023745098 -0.0602915525176471 -0.454080201176471 -0.410613381764706 -0.132226949568627 -0.33929957 -0.386740737058824
2 "LAYING" 0.2832948778 -0.01784790459 -0.10746959714 -0.097026802 0.4411038476 0.48312226658 0.074301077741 0.024199736014 0.007403560532 -0.0260431693048 -0.0961849746 0.11321495702 -0.1039743352 -0.035442768338 -0.065255254094 -0.8238840682 -0.8238840682 -0.82069529988 -0.8356232038 -0.8694315024 -0.8417967728 -0.75920150116 -0.8717763478 -0.10952585444 0.23750565832 0.30381080962 -0.826424748 -0.77447170486 -0.8898884898 0.15374247482 0.042624787092 0.07153059814 -0.8443637622 -0.8797312308 -0.8261847182 0.089083507284 0.045692898226 0.104575508602 -0.8297693432 0.2801197355 -0.79882326708 0.37637708164 -0.8624334464 0.11578887016 -0.8773626864 0.25462714942 0.00291415962 0.02452783369 -0.021356877948 -0.0259415133812 0.2322486864 -0.280757478 -0.348490737534 -0.8542722118 -0.770280181888 -0.8669984586 -0.9690695824 -0.9849863322 -0.9839076516 -0.819405129692 -0.751169405248 -0.8954575936 -0.8825146018 -0.8812620644 -0.848999291 -0.8262858514 -0.8865863788 -0.8362604122 -0.8531490304 -0.8531490304 -0.79129854804 -0.866192645 -0.862507583 -0.8599396878 -0.79073014434 -0.8743653502 -0.82829556434 -0.74303190976 -0.8998563584 -0.8947630668 -0.8832369256 -0.871549216 -0.8914423208 -0.782304251 -0.8950798666 -0.8541459406
2 "SITTING" 0.276756059361702 -0.0172905092382979 -0.107962654744681 0.585840508085106 0.0227916687234043 0.265760107170213 0.0802545387659575 0.00472155547425532 0.00290173227957447 -0.0446762986085106 -0.0688946686893617 0.0993182961276596 -0.0883779843404255 -0.0439838677744681 -0.0518597313191489 -0.82965619 -0.82965619 -0.835224124680851 -0.84365365787234 -0.887508153191489 -0.847128841276596 -0.75960271392766 -0.866081719787234 -0.0154227879519149 0.160759828419149 0.202120480414894 -0.843778331702128 -0.776984942659575 -0.886528795106383 0.193782522528426 -0.0325032048889362 0.0989265993829787 -0.855226861914894 -0.889771364680851 -0.835350370425532 0.105695154638298 -0.11888142913617 0.0472147206340426 -0.827435942765957 0.243550186793617 -0.799387092553192 0.263338800319149 -0.870844930425532 0.0338598486404255 -0.88964049106383 0.196304590848936 -0.006512533937 0.0160303858085106 0.128929365595745 -0.0310931381659574 -0.415444390425532 0.0467160880851064 -0.177423786253191 -0.863160478723404 -0.771324772212766 -0.861439823404255 -0.974642943617021 -0.973844572978723 -0.972298811914894 -0.839815080638298 -0.765729033508511 -0.896198079148936 -0.894762086382979 -0.890676509361702 -0.856253594255319 -0.848438836382979 -0.904284572553192 -0.857893221276596 -0.846619278297872 -0.846619278297872 -0.805116281021277 -0.871251198085106 -0.882805503404255 -0.870195611914894 -0.79249302212766 -0.869657441914894 -0.850294584680851 -0.76946633462766 -0.904638274468085 -0.907647986170213 -0.89219079212766 -0.877322946382979 -0.882560187234043 -0.812954557680851 -0.896313987234043 -0.882224725744681
2 "STANDING" 0.276688076981132 -0.0168575939566038 -0.105370978188679 0.907720126792453 -0.248927505602717 0.18347069609434 0.0718019773962264 0.0124054531243396 0.0015232506654717 -0.0349119316020755 -0.0705273103018868 0.0595465793886792 -0.102004132603774 -0.0431198203962264 -0.0492561912622642 -0.962129056226415 -0.962129056226415 -0.980292766226415 -0.946123738113208 -0.984339823962264 -0.979973807169811 -0.95149298509434 -0.960966931698113 0.0948725189792453 0.140182302137547 0.127862342066038 -0.980159953584906 -0.969527516415094 -0.979124416415094 0.314707973245283 -0.00415788252264151 0.0303036660528302 -0.970099665660377 -0.97106715490566 -0.952915039056604 -0.00107411847169811 -0.131561394020755 0.0440807443035849 -0.953615049433962 0.140367328973585 -0.975168624339623 0.228385874033962 -0.959028758490566 -0.0588813950056604 -0.977730151509434 0.164880372584906 0.00111004467169811 0.0180230399532075 0.0258652666924528 0.0269411380188679 -0.664536624716981 0.254536740603774 -0.106902159311321 -0.982888676226415 -0.947864921698113 -0.948482039245283 -0.977609803584906 -0.958950158490566 -0.945269356415094 -0.980456812641509 -0.970172182264151 -0.982103793396226 -0.975612726037736 -0.969233388867925 -0.956964915283019 -0.981350554150943 -0.983033713962264 -0.973412552264151 -0.945618538301887 -0.945618538301887 -0.974652307924528 -0.949315002641509 -0.977139273584906 -0.984518435849057 -0.948759480754717 -0.945477585660377 -0.982705269056604 -0.973271143396226 -0.983737413018868 -0.97748404490566 -0.968560469811321 -0.962524231509434 -0.949492698301887 -0.972998553962264 -0.951888412830189 -0.977751552075472
2 "WALKING" 0.274671992515789 -0.0236888285713684 -0.117632590873684 0.871655964736842 -0.352914049157895 0.0470575013494737 0.0800358293765263 0.00870882700736842 0.00383939204842105 -0.0815366715422105 -0.0253191329157895 0.07335739368 -0.0680360769736842 -0.0465739994873684 -0.0566342275157895 -0.115495044311579 -0.115495044311579 -0.189399261763158 -0.3209096302 -0.522515690210526 -0.14157217114 0.102812385529368 -0.331055195978947 -0.246765319521053 0.0676529534357895 0.0186188057965263 -0.126156071167368 -0.0326170099968421 -0.463413208694737 -0.109679725750526 -0.315408413421053 -0.268609172157895 -0.328708275316842 -0.477648117242105 -0.278289046764211 -0.0390097987547368 -0.0473090119894737 0.109908807830526 -0.0458345632547368 0.200015991849474 -0.0291958608305263 0.0802560316642105 -0.446808495231579 0.134568069559684 -0.526257951631579 0.0210135169329474 -0.0174791038168421 0.0114434244947368 0.194473635473684 -0.0980434502094737 -0.624698533789474 0.327888798 -0.0115609944989474 -0.207389273705263 0.0894331036210526 -0.291028635210526 -0.953923131157895 -0.949879026210526 -0.940489149789474 -0.117990175282105 0.00229708901368421 -0.512152851473684 -0.465259187793684 -0.479797184421053 -0.393097597452632 -0.376196230315789 -0.593347686863158 -0.375098414047368 -0.129441982509474 -0.129441982509474 -0.0307715458568421 -0.421164114842105 -0.502085554568421 -0.236747478574737 0.0106317305989474 -0.327379410142105 -0.191943164063158 -0.0294953842842105 -0.560035422842105 -0.510758801842105 -0.488911140842105 -0.494170157473684 -0.317801434969474 -0.0414614224210526 -0.507793476547368 -0.507631718684211
